编号,ID,姓,性别,投资金额,投资日期,投资时间,
23636,vv***08,傅,女士,100.00,2015-04-23,19:24,
23636,su***32,莫,先生,100.00,2015-04-23,19:24,
23636,be***01,曹,女士,2000.00,2015-04-23,19:24,
23636,li***20,李,女士,100.00,2015-04-23,19:24,
23636,19***66,李,女士,5000.00,2015-04-23,19:24,
23636,lc***xd,南,女士,100.00,2015-04-23,19:24,
23636,15***23,史,女士,100.00,2015-04-23,19:24,
23636,15***12,方,女士,113.26,2015-04-23,19:24,
23636,br***oe,蒋,先生,120.00,2015-04-23,19:25,
23636,yu***25,李,女士,100.00,2015-04-23,19:25,
23636,w1***29,王,女士,100.00,2015-04-23,19:25,
23636,ji***ie,黄,女士,103.32,2015-04-23,19:25,
23636,li***ng,夏,女士,100.00,2015-04-23,19:25,
23636,an***eo,应,女士,800.10,2015-04-23,19:25,
23636,bj***14,黄,先生,100.00,2015-04-23,19:25,
23636,yi***75,王,先生,100.00,2015-04-23,19:25,
23636,tx***66,田,女士,103.15,2015-04-23,19:25,
23636,ja***00,夏,先生,100.00,2015-04-23,19:25,
23636,xi***12,肖,女士,100.00,2015-04-23,19:25,
23636,YG***10,杨,先生,100.00,2015-04-23,19:25,
23636,zx***88,张,女士,103.36,2015-04-23,19:25,
23636,w1***29,王,女士,100.00,2015-04-23,19:25,
23636,lp***64,成,女士,100.00,2015-04-23,19:25,
23636,LC***21,李,女士,100.00,2015-04-23,19:25,
23636,zh***83,郑,先生,100.00,2015-04-23,19:25,
23636,36***71,周,女士,103.16,2015-04-23,19:25,
23636,nj***wl,俞,先生,103.00,2015-04-23,19:25,
23636,we***20,余,女士,100.00,2015-04-23,19:25,
23636,cx***84,陈,女士,100.00,2015-04-23,19:26,
23636,zh***69,郑,先生,103.15,2015-04-23,19:26,
23636,ls***ls,李,女士,105.46,2015-04-23,19:26,
23636,ta***01,汤,先生,100.00,2015-04-23,19:26,
23636,jc***56,景,女士,100.00,2015-04-23,19:26,
23636,13***19,孔,女士,500.00,2015-04-23,19:26,
23636,Yh***26,杨,女士,100.00,2015-04-23,19:26,
23636,sh***00,杨,女士,100.00,2015-04-23,19:26,
23636,a5***77,钱,先生,103.58,2015-04-23,19:26,
23636,we***05,魏,先生,100.00,2015-04-23,19:26,
23636,18***00,易,女士,104.90,2015-04-23,19:26,
23636,zn***86,张,女士,100.00,2015-04-23,19:26,
23636,xi***22,祝,先生,100.00,2015-04-23,19:26,
23636,mi***88,胡,先生,103.00,2015-04-23,19:26,
23636,xi***96,肖,女士,200.00,2015-04-23,19:26,
23636,wx***51,王,女士,100.00,2015-04-23,19:26,
23636,nx***31,张,先生,100.00,2015-04-23,19:26,
23636,zd***40,张,先生,183.00,2015-04-23,19:26,
23636,ll***96,李,女士,100.18,2015-04-23,19:26,
23636,ks***25,康,先生,100.00,2015-04-23,19:26,
23636,Am***88,陈,女士,100.00,2015-04-23,19:26,
23636,b5***77,钱,先生,103.15,2015-04-23,19:26,
23636,yx***xw,姚,女士,500.00,2015-04-23,19:26,
23636,sc***16,史,女士,100.00,2015-04-23,19:26,
23636,ha***24,李,先生,103.15,2015-04-23,19:26,
23636,di***66,季,女士,103.15,2015-04-23,19:26,
23636,la***ao,刘,女士,100.00,2015-04-23,19:26,
23636,sj***ui,王,先生,103.00,2015-04-23,19:26,
23636,a1***17,王,女士,100.00,2015-04-23,19:27,
23636,zh***ng,张,先生,10000.00,2015-04-23,19:27,
23636,yi***yi,刘,女士,100.00,2015-04-23,19:27,
23636,st***ct,刘,先生,100.00,2015-04-23,19:27,
23636,c5***77,程,女士,103.17,2015-04-23,19:27,
23636,ma***ng,梁,先生,115.04,2015-04-23,19:27,
23636,Li***88,刘,女士,103.15,2015-04-23,19:27,
23636,we***ng,翁,先生,100.00,2015-04-23,19:27,
23636,so***62,谢,先生,10000.00,2015-04-23,19:27,
23636,qu***in,权,先生,100.00,2015-04-23,19:27,
23636,zr***77,郑,先生,103.15,2015-04-23,19:27,
23636,qu***ng,权,女士,100.00,2015-04-23,19:27,
23636,ch***56,陈,女士,100.00,2015-04-23,19:27,
23636,xl***cu,薛,女士,500.00,2015-04-23,19:27,
23636,bb***02,卢,先生,100.00,2015-04-23,19:27,
23636,Em***en,申,女士,100.00,2015-04-23,19:27,
23636,sx***22,张,女士,100.00,2015-04-23,19:27,
23636,li***51,刘,女士,100.00,2015-04-23,19:27,
23636,mi***ao,曹,女士,1000.00,2015-04-23,19:27,
23636,13***01,闵,女士,103.81,2015-04-23,19:27,
23636,a1***17,王,女士,100.00,2015-04-23,19:27,
23636,13***23,栾,先生,25000.00,2015-04-23,19:27,
23636,gh***gs,樊,先生,113.34,2015-04-23,19:27,
23636,si***an,胡,先生,103.41,2015-04-23,19:27,
23636,lu***99,陆,女士,316.00,2015-04-23,19:27,
23636,ju***69,柯,女士,103.00,2015-04-23,19:27,
23636,Ca***11,付,女士,100.00,2015-04-23,19:27,
23636,we***in,文,先生,103.00,2015-04-23,19:27,
23636,su***89,张,女士,100.00,2015-04-23,19:28,
23636,aq***88,曾,先生,100.00,2015-04-23,19:28,
23636,tz***28,田,女士,103.15,2015-04-23,19:28,
23636,qh***df,胡,女士,100.00,2015-04-23,19:28,
23636,su***79,刘,女士,100.00,2015-04-23,19:28,
23636,xl***cd,邢,先生,1400.00,2015-04-23,19:28,
23636,q4***30,李,先生,100.00,2015-04-23,19:28,
23636,we***21,魏,先生,100.00,2015-04-23,19:28,
23636,qi***ou,齐,先生,100.00,2015-04-23,19:28,
23636,ju***66,王,先生,103.00,2015-04-23,19:28,
23636,wt***03,吴,先生,100.00,2015-04-23,19:28,
23636,xi***14,夏,先生,103.17,2015-04-23,19:28,
23636,nx***33,李,女士,100.00,2015-04-23,19:28,
23636,ly***68,马,女士,4452.55,2015-04-23,19:28,
23636,yf***18,俞,先生,103.15,2015-04-23,19:28,
23636,cs***fy,钟,先生,103.82,2015-04-23,19:28,
23636,yu***03,朱,先生,103.15,2015-04-23,19:28,
23636,qq***47,郑,先生,500.00,2015-04-23,19:28,
23636,ya***12,吴,女士,216.33,2015-04-23,19:28,
23636,sd***ao,周,先生,103.18,2015-04-23,19:28,
23636,qw***jh,王,先生,106.37,2015-04-23,19:28,
23636,ta***20,谭,女士,111.35,2015-04-23,19:28,
23636,we***21,吕,先生,100.00,2015-04-23,19:28,
23636,lu***zz,朱,女士,100.00,2015-04-23,19:28,
23636,pu***ma,蒲,女士,100.00,2015-04-23,19:28,
23636,mi***le,冯,先生,100.00,2015-04-23,19:28,
23636,qq***47,郑,先生,100.00,2015-04-23,19:28,
23636,ya***ng,杨,女士,100.00,2015-04-23,19:28,
23636,so***62,谢,先生,175.00,2015-04-23,19:29,
23636,li***bi,李,先生,100.87,2015-04-23,19:29,
23636,xi***ou,高,女士,100.00,2015-04-23,19:29,
23636,su***29,李,女士,100.00,2015-04-23,19:29,
23636,ji***23,魏,先生,122.24,2015-04-23,19:29,
23636,xj***33,谢,女士,104.02,2015-04-23,19:29,
23636,mu***00,吴,先生,100.00,2015-04-23,19:29,
23636,ji***68,王,女士,100.00,2015-04-23,19:29,
23636,13***12,翁,先生,100.00,2015-04-23,19:29,
23636,Wa***07,王,女士,100.00,2015-04-23,19:29,
23636,yu***un,于,女士,100.00,2015-04-23,19:29,
23636,13***40,邱,先生,100.00,2015-04-23,19:29,
23636,zh***57,周,女士,100.00,2015-04-23,19:29,
23636,wl***66,田,女士,103.15,2015-04-23,19:29,
23636,yt***68,陈,先生,100.00,2015-04-23,19:29,
23636,13***08,周,先生,100.00,2015-04-23,19:29,
23636,lq***33,林,先生,100.00,2015-04-23,19:29,
23636,Zh***69,赵,女士,100.00,2015-04-23,19:29,
23636,et***22,朱,先生,100.00,2015-04-23,19:29,
23636,al***lu,卢,女士,100.00,2015-04-23,19:29,
23636,zm***14,钟,女士,100.00,2015-04-23,19:29,
23636,al***20,丁,女士,100.00,2015-04-23,19:29,
23636,xy***14,董,先生,100.00,2015-04-23,19:30,
23636,12***yy,张,女士,106.31,2015-04-23,19:30,
23636,zh***ng,张,先生,106.16,2015-04-23,19:30,
23636,xi***ye,王,先生,100.00,2015-04-23,19:30,
23636,wb***xy,薛,先生,100.00,2015-04-23,19:30,
23636,ou***xj,欧,先生,152.31,2015-04-23,19:30,
23636,sh***ng,沈,先生,100.00,2015-04-23,19:30,
23636,nj***co,吴,女士,103.00,2015-04-23,19:30,
23636,li***ia,李,女士,100.00,2015-04-23,19:30,
23636,ha***46,王,先生,110.00,2015-04-23,19:30,
23636,sl***01,宋,女士,100.00,2015-04-23,19:30,
23636,le***iu,刘,先生,100.00,2015-04-23,19:30,
23636,zh***op,周,先生,107.02,2015-04-23,19:30,
23636,pe***88,彭,先生,8000.00,2015-04-23,19:30,
23636,kr***ci,张,先生,500.00,2015-04-23,19:30,
23636,yy***19,刘,女士,100.00,2015-04-23,19:30,
23636,ko***99,吴,女士,100.00,2015-04-23,19:30,
23636,Aa***24,周,女士,100.00,2015-04-23,19:30,
23636,xl***27,徐,先生,100.00,2015-04-23,19:30,
23636,88***18,蒋,女士,100.00,2015-04-23,19:30,
23636,la***cy,李,女士,100.00,2015-04-23,19:30,
23636,wu***ng,吴,先生,100.00,2015-04-23,19:30,
23636,pe***88,彭,先生,8000.00,2015-04-23,19:30,
23636,sd***ly,葛,女士,100.00,2015-04-23,19:30,
23636,k3***55,孔,先生,100.00,2015-04-23,19:30,
23636,to***02,王,先生,100.00,2015-04-23,19:30,
23636,pe***88,彭,先生,8000.00,2015-04-23,19:30,
23636,18***48,王,先生,100.00,2015-04-23,19:30,
23636,pe***88,彭,先生,8000.00,2015-04-23,19:30,
23636,tb***54,唐,女士,100.00,2015-04-23,19:31,
23636,do***02,孙,女士,100.00,2015-04-23,19:31,
23636,kw***ao,温,女士,100.00,2015-04-23,19:31,
23636,y***,余,女士,100.00,2015-04-23,19:31,
23636,18***01,高,女士,100.00,2015-04-23,19:31,
23636,pe***88,彭,先生,8000.00,2015-04-23,19:31,
23636,hx***29,何,女士,100.02,2015-04-23,19:31,
23636,ca***03,张,女士,20775.08,2015-04-23,19:31,
23636,15***90,李,先生,100.00,2015-04-23,19:31,
23636,az***80,李,先生,100.00,2015-04-23,19:31,
23636,we***85,王,先生,100.00,2015-04-23,19:31,
23636,ce***ng,陈,女士,100.00,2015-04-23,19:31,
23636,18***20,张,女士,100.00,2015-04-23,19:31,
23636,hz***un,卢,先生,100.00,2015-04-23,19:31,
23636,6***,冉,女士,100.00,2015-04-23,19:31,
23636,hu***ng,胡,女士,100.00,2015-04-23,19:31,
23636,Aa***24,周,女士,2500.00,2015-04-23,19:31,
23636,15***79,王,先生,200.00,2015-04-23,19:31,
23636,du***97,杜,先生,100.00,2015-04-23,19:31,
23636,su***32,胡,女士,100.00,2015-04-23,19:32,
23636,OM***69,吕,先生,100.00,2015-04-23,19:32,
23636,wd***xx,薛,女士,100.00,2015-04-23,19:32,
23636,sh***in,史,女士,100.00,2015-04-23,19:32,
23636,pe***88,彭,先生,2813.29,2015-04-23,19:32,
23636,su***hy,王,女士,106.16,2015-04-23,19:32,
23636,ji***ng,纪,先生,100.00,2015-04-23,19:32,
23636,MM***66,刘,女士,143.83,2015-04-23,19:32,
23636,ai***rt,许,女士,100.00,2015-04-23,19:32,
23636,yj***o0,张,先生,100.00,2015-04-23,19:32,
23636,ws***10,孙,女士,100.00,2015-04-23,19:32,
23636,li***ao,刘,女士,100.00,2015-04-23,19:32,
23636,sh***50,石,先生,100.00,2015-04-23,19:32,
23636,sh***22,张,女士,300.00,2015-04-23,19:32,
23636,lo***16,朱,先生,100.00,2015-04-23,19:32,
23636,da***58,夏,先生,103.00,2015-04-23,19:32,
23636,fo***51,高,先生,100.00,2015-04-23,19:32,
23636,sh***ie,沈,女士,500.00,2015-04-23,19:32,
23636,zh***ei,郑,先生,100.00,2015-04-23,19:32,
23636,ke***wu,吴,先生,100.00,2015-04-23,19:32,
23636,mu***se,许,先生,100.00,2015-04-23,19:32,
23636,he***01,张,先生,100.00,2015-04-23,19:32,
23636,yi***21,殷,女士,100.00,2015-04-23,19:32,
23636,yo***ao,李,女士,100.00,2015-04-23,19:32,
23636,mo***06,张,女士,100.00,2015-04-23,19:32,
23636,q1***95,陆,女士,100.00,2015-04-23,19:32,
23636,ji***01,朱,先生,100.00,2015-04-23,19:33,
23636,gu***97,夏,女士,103.00,2015-04-23,19:33,
23636,zz***ge,周,女士,106.72,2015-04-23,19:33,
23636,xi***10,王,先生,203.86,2015-04-23,19:33,
23636,xy***yh,许,女士,100.00,2015-04-23,19:33,
23636,ra***10,张,女士,100.00,2015-04-23,19:33,
23636,li***01,郭,先生,100.00,2015-04-23,19:33,
23636,hu***57,郜,女士,106.17,2015-04-23,19:33,
23636,de***co,项,先生,100.00,2015-04-23,19:33,
23636,lw***88,刘,先生,100.00,2015-04-23,19:33,
23636,gp***68,高,女士,294.54,2015-04-23,19:33,
23636,li***07,张,女士,100.00,2015-04-23,19:33,
23636,le***23,李,女士,100.00,2015-04-23,19:33,
23636,wx***28,田,女士,100.00,2015-04-23,19:33,
23636,yb***58,杨,先生,103.28,2015-04-23,19:33,
23636,15***ck,陈,先生,103.00,2015-04-23,19:33,
23636,zh***01,张,女士,100.00,2015-04-23,19:33,
23636,ji***01,陈,女士,100.00,2015-04-23,19:33,
23636,sh***94,盛,女士,100.00,2015-04-23,19:33,
23636,h3***83,黄,先生,1000.00,2015-04-23,19:33,
23636,15***79,韩,先生,100.00,2015-04-23,19:33,
23636,zu***li,李,先生,100.00,2015-04-23,19:33,
23636,be***en,陈,先生,100.00,2015-04-23,19:33,
23636,18***43,刘,先生,100.00,2015-04-23,19:33,
23636,zh***hi,朱,女士,100.00,2015-04-23,19:33,
23636,tc***19,谭,女士,100.00,2015-04-23,19:33,
23636,da***is,罗,先生,100.00,2015-04-23,19:33,
23636,qq***ao,乔,先生,103.07,2015-04-23,19:33,
23636,TA***03,吕,先生,100.00,2015-04-23,19:33,
23636,kw***02,张,先生,100.00,2015-04-23,19:33,
23636,13***36,傅,女士,100.00,2015-04-23,19:34,
23636,hx***my,何,女士,100.00,2015-04-23,19:34,
23636,di***30,丁,女士,100.00,2015-04-23,19:34,
23636,ly***96,陆,女士,100.00,2015-04-23,19:34,
23636,xi***10,王,先生,200.00,2015-04-23,19:34,
23636,sh***ng,石,女士,100.00,2015-04-23,19:34,
23636,cl***16,白,先生,200.00,2015-04-23,19:34,
23636,hl***sb,黄,先生,100.00,2015-04-23,19:34,
23636,jh***63,何,女士,100.00,2015-04-23,19:34,
23636,gu***ei,傅,女士,100.00,2015-04-23,19:34,
23636,qq***37,王,先生,100.00,2015-04-23,19:34,
23636,F***,倪,先生,100.00,2015-04-23,19:34,
23636,li***08,李,女士,100.00,2015-04-23,19:34,
23636,vi***16,张,女士,800.00,2015-04-23,19:34,
23636,zz***07,费,先生,100.00,2015-04-23,19:34,
23636,zh***01,傅,女士,107.13,2015-04-23,19:34,
23636,ju***an,朱,女士,100.00,2015-04-23,19:34,
23636,hy***kk,何,先生,100.00,2015-04-23,19:34,
23636,13***99,赵,女士,100.00,2015-04-23,19:34,
23636,ca***xd,潘,女士,105.65,2015-04-23,19:35,
23636,wa***ke,万,先生,100.00,2015-04-23,19:35,
23636,lu***ly,罗,女士,100.00,2015-04-23,19:35,
23636,we***03,钱,先生,100.00,2015-04-23,19:35,
23636,xx***23,薛,先生,100.00,2015-04-23,19:35,
23636,ji***er,贾,先生,501.00,2015-04-23,19:35,
23636,XI***23,李,女士,100.00,2015-04-23,19:35,
23636,18***14,于,先生,100.00,2015-04-23,19:35,
23636,13***55,缪,先生,100.00,2015-04-23,19:35,
23636,nn***56,夏,女士,100.00,2015-04-23,19:35,
23636,q6***08,刘,先生,100.00,2015-04-23,19:35,
23636,ya***13,杨,先生,109.97,2015-04-23,19:35,
23636,vi***16,张,女士,800.00,2015-04-23,19:35,
23636,le***ei,傅,女士,100.00,2015-04-23,19:35,
23636,la***68,夏,先生,103.00,2015-04-23,19:35,
23636,nb***58,戴,先生,100.00,2015-04-23,19:35,
23636,a1***44,缪,先生,100.00,2015-04-23,19:35,
23636,zi***ng,李,先生,100.00,2015-04-23,19:35,
23636,SH***61,段,女士,114.09,2015-04-23,19:35,
23636,sh***uk,朱,女士,100.56,2015-04-23,19:35,
23636,ji***vy,靳,女士,100.00,2015-04-23,19:35,
23636,yu***08,于,先生,100.00,2015-04-23,19:35,
23636,gu***23,郭,女士,100.00,2015-04-23,19:35,
23636,zz***88,张,女士,100.00,2015-04-23,19:35,
23636,lu***un,傅,先生,100.00,2015-04-23,19:35,
23636,wt***yl,汶,女士,100.00,2015-04-23,19:35,
23636,hu***14,陈,女士,100.00,2015-04-23,19:35,
23636,tj***wx,郑,先生,103.00,2015-04-23,19:35,
23636,he***ye,叶,先生,1000.00,2015-04-23,19:35,
23636,li***ng,刘,女士,8000.00,2015-04-23,19:36,
23636,ma***in,马,女士,100.00,2015-04-23,19:36,
23636,yu***09,孙,女士,100.00,2015-04-23,19:36,
23636,sm***25,唐,女士,100.01,2015-04-23,19:36,
23636,JJ***21,陈,女士,103.00,2015-04-23,19:36,
23636,so***dt,宋,女士,100.00,2015-04-23,19:36,
23636,wj***33,伍,先生,100.00,2015-04-23,19:36,
23636,wx***98,王,女士,100.00,2015-04-23,19:36,
23636,ch***ll,于,先生,103.00,2015-04-23,19:36,
23636,Su***11,孙,先生,100.00,2015-04-23,19:36,
23636,sf***20,石,女士,100.00,2015-04-23,19:36,
23636,bh***26,卞,女士,100.00,2015-04-23,19:36,
23636,q1***82,刘,先生,100.00,2015-04-23,19:36,
23636,zi***zi,黄,女士,103.18,2015-04-23,19:36,
23636,15***59,王,先生,100.00,2015-04-23,19:36,
23636,qi***25,刘,女士,102.41,2015-04-23,19:36,
23636,hz***ch,陈,先生,100.00,2015-04-23,19:36,
23636,lh***66,刘,女士,100.00,2015-04-23,19:36,
23636,qt***31,秦,先生,206.48,2015-04-23,19:36,
23636,qi***cn,陈,女士,103.79,2015-04-23,19:36,
23636,zw***32,曾,女士,100.00,2015-04-23,19:36,
23636,zh***81,郑,女士,100.00,2015-04-23,19:36,
23636,15***94,杭,先生,100.00,2015-04-23,19:36,
23636,vi***16,张,女士,800.00,2015-04-23,19:36,
23636,ba***ng,闫,先生,100.57,2015-04-23,19:36,
23636,sh***06,王,先生,100.00,2015-04-23,19:36,
23636,ch***24,陈,女士,100.00,2015-04-23,19:36,
23636,dr***ao,何,女士,101.47,2015-04-23,19:36,
23636,li***ng,李,女士,100.00,2015-04-23,19:36,
23636,ka***11,王,先生,100.00,2015-04-23,19:36,
23636,lk***07,林,女士,100.00,2015-04-23,19:36,
23636,la***78,李,女士,103.19,2015-04-23,19:37,
23636,le***in,刘,先生,100.04,2015-04-23,19:37,
23636,24***64,张,先生,100.00,2015-04-23,19:37,
23636,a5***26,王,先生,100.00,2015-04-23,19:37,
23636,zh***15,赵,女士,100.00,2015-04-23,19:37,
23636,qt***81,秦,先生,203.30,2015-04-23,19:37,
23636,xi***91,谢,女士,100.00,2015-04-23,19:37,
23636,as***gb,潘,先生,100.04,2015-04-23,19:37,
23636,gr***38,杜,先生,100.00,2015-04-23,19:37,
23636,AP***12,吕,先生,100.00,2015-04-23,19:37,
23636,el***40,黄,先生,100.00,2015-04-23,19:37,
23636,li***80,刘,女士,500.00,2015-04-23,19:37,
23636,tu***51,赵,先生,100.00,2015-04-23,19:37,
23636,hz***bh,丁,女士,100.00,2015-04-23,19:37,
23636,z***,张,女士,9000.08,2015-04-23,19:37,
23636,to***01,练,女士,103.15,2015-04-23,19:37,
23636,ma***el,王,先生,500.00,2015-04-23,19:37,
23636,yu***53,涂,先生,100.00,2015-04-23,19:37,
23636,me***04,于,先生,5000.00,2015-04-23,19:37,
23636,Ai***le,马,女士,100.00,2015-04-23,19:37,
23636,su***12,孙,先生,100.00,2015-04-23,19:37,
23636,ji***01,贾,女士,100.00,2015-04-23,19:37,
23636,tt***zb,何,先生,100.00,2015-04-23,19:37,
23636,wh***27,王,先生,100.00,2015-04-23,19:37,
23636,lf***96,连,先生,100.00,2015-04-23,19:37,
23636,q1***rt,潘,女士,100.04,2015-04-23,19:37,
23636,me***29,张,女士,10026.83,2015-04-23,19:38,
23636,q1***85,乔,先生,1000.00,2015-04-23,19:38,
23636,yc***04,阴,女士,100.00,2015-04-23,19:38,
23636,js***73,姜,先生,103.15,2015-04-23,19:38,
23636,xi***tj,张,女士,200.00,2015-04-23,19:38,
23636,wu***21,吴,女士,100.00,2015-04-23,19:38,
23636,da***14,郭,先生,100.00,2015-04-23,19:38,
23636,lc***sk,叶,先生,100.00,2015-04-23,19:38,
23636,wa***10,王,先生,100.00,2015-04-23,19:38,
23636,39***10,马,先生,103.54,2015-04-23,19:38,
23636,15***74,王,女士,100.00,2015-04-23,19:38,
23636,we***09,魏,先生,100.00,2015-04-23,19:38,
23636,zu***ya,张,女士,100.00,2015-04-23,19:38,
23636,do***23,金,先生,100.00,2015-04-23,19:38,
23636,ca***88,曹,女士,100.00,2015-04-23,19:38,
23636,YO***18,吕,女士,100.00,2015-04-23,19:38,
23636,ca***ng,曹,先生,100.00,2015-04-23,19:38,
23636,sh***ui,史,女士,100.00,2015-04-23,19:38,
23636,15***10,于,女士,100.00,2015-04-23,19:38,
23636,xi***63,曾,先生,100.00,2015-04-23,19:38,
23636,a2***66,温,先生,500.00,2015-04-23,19:38,
23636,H1***01,马,女士,111.38,2015-04-23,19:38,
23636,kj***77,张,女士,100.00,2015-04-23,19:38,
23636,wx***xx,吴,女士,100.00,2015-04-23,19:38,
23636,xu***30,许,女士,102.13,2015-04-23,19:38,
23636,su***12,孙,先生,100.00,2015-04-23,19:39,
23636,Cr***80,韩,女士,100.00,2015-04-23,19:39,
23636,ji***qp,姜,女士,100.00,2015-04-23,19:39,
23636,z5***64,张,先生,100.00,2015-04-23,19:39,
23636,wx***15,王,先生,103.15,2015-04-23,19:39,
23636,ib***in,朱,先生,100.00,2015-04-23,19:39,
23636,wh***30,王,女士,100.00,2015-04-23,19:39,
23636,zy***90,周,女士,100.00,2015-04-23,19:39,
23636,me***29,张,女士,150.00,2015-04-23,19:39,
23636,Cx***15,陈,先生,100.00,2015-04-23,19:39,
23636,13***78,方,女士,103.17,2015-04-23,19:39,
23636,xh***14,肖,先生,100.00,2015-04-23,19:39,
23636,xi***18,卢,女士,100.00,2015-04-23,19:39,
23636,18***01,尹,女士,3000.00,2015-04-23,19:39,
23636,me***ng,龙,女士,100.00,2015-04-23,19:39,
23636,gg***ll,李,先生,100.00,2015-04-23,19:39,
23636,ya***01,杨,女士,1000.00,2015-04-23,19:39,
23636,XU***11,张,女士,3000.00,2015-04-23,19:39,
23636,a1***23,曾,先生,100.00,2015-04-23,19:39,
23636,XU***59,杨,先生,120.51,2015-04-23,19:39,
23636,w8***mf,温,女士,100.00,2015-04-23,19:39,
23636,ye***30,韦,女士,100.00,2015-04-23,19:39,
23636,hu***03,胡,女士,103.15,2015-04-23,19:39,
23636,su***ng,戚,女士,125.44,2015-04-23,19:39,
23636,18***30,陈,女士,100.00,2015-04-23,19:39,
23636,ji***86,江,先生,100.00,2015-04-23,19:39,
23636,fa***55,林,女士,103.15,2015-04-23,19:39,
23636,mi***03,张,女士,2000.00,2015-04-23,19:39,
23636,ji***iu,刘,先生,100.00,2015-04-23,19:39,
23636,sh***20,沙,女士,100.00,2015-04-23,19:40,
23636,xy***89,胡,先生,122.00,2015-04-23,19:40,
23636,ch***ng,陈,女士,100.00,2015-04-23,19:40,
23636,yi***ei,刘,先生,107.80,2015-04-23,19:40,
23636,LO***88,谢,先生,100.00,2015-04-23,19:40,
23636,18***80,田,女士,100.00,2015-04-23,19:40,
23636,li***25,王,女士,100.00,2015-04-23,19:40,
23636,yy***80,王,先生,100.00,2015-04-23,19:40,
23636,18***58,郭,先生,500.00,2015-04-23,19:40,
23636,di***un,丁,女士,100.00,2015-04-23,19:40,
23636,zg***09,张,女士,100.00,2015-04-23,19:40,
23636,sh***ua,温,女士,1000.00,2015-04-23,19:40,
23636,zp***72,周,女士,100.00,2015-04-23,19:40,
23636,ly***57,刘,先生,100.00,2015-04-23,19:40,
23636,13***25,黄,女士,100.00,2015-04-23,19:40,
23636,li***88,刘,女士,100.00,2015-04-23,19:40,
23636,ye***an,叶,女士,110.59,2015-04-23,19:40,
23636,ch***31,王,女士,100.00,2015-04-23,19:40,
23636,yx***01,钱,先生,100.00,2015-04-23,19:40,
23636,LX***20,刘,女士,100.00,2015-04-23,19:40,
23636,ni***88,张,女士,103.00,2015-04-23,19:40,
23636,13***40,赖,女士,103.15,2015-04-23,19:40,
23636,n2***20,吴,女士,100.00,2015-04-23,19:40,
23636,ba***61,唐,先生,100.00,2015-04-23,19:40,
23636,a2***72,张,先生,100.00,2015-04-23,19:40,
23636,z1***10,常,女士,100.00,2015-04-23,19:40,
23636,op***00,徐,女士,100.00,2015-04-23,19:40,
23636,su***19,唐,先生,100.00,2015-04-23,19:40,
23636,hu***08,黄,先生,100.00,2015-04-23,19:40,
23636,qi***na,钱,女士,111.00,2015-04-23,19:40,
23636,13***54,罗,先生,100.00,2015-04-23,19:40,
23636,13***38,刘,先生,100.00,2015-04-23,19:40,
23636,18***69,党,先生,103.00,2015-04-23,19:40,
23636,18***cd,梁,女士,156.70,2015-04-23,19:40,
23636,ja***ng,张,先生,100.00,2015-04-23,19:40,
23636,su***12,孙,先生,100.00,2015-04-23,19:40,
23636,13***68,吴,先生,100.00,2015-04-23,19:40,
23636,ki***ke,敖,先生,100.00,2015-04-23,19:40,
23636,ya***ss,姚,女士,100.00,2015-04-23,19:40,
23636,in***el,张,女士,100.00,2015-04-23,19:40,
