编号,ID,姓,性别,投资金额,投资日期,投资时间,
23640,el***ng,曾,女士,500.00,2015-04-23,19:43,
23640,hu***at,扈,女士,1844.63,2015-04-23,19:43,
23640,me***24,孟,女士,500.00,2015-04-23,19:43,
23640,wl***04,王,先生,200.00,2015-04-23,19:43,
23640,ji***ng,张,女士,100.00,2015-04-23,19:43,
23640,bl***qy,白,先生,200.00,2015-04-23,19:43,
23640,q1***87,邓,先生,100.00,2015-04-23,19:43,
23640,12***1t,万,先生,100.00,2015-04-23,19:43,
23640,yi***hu,杜,女士,100.00,2015-04-23,19:43,
23640,qy***87,钱,女士,832.65,2015-04-23,19:43,
23640,xu***14,许,女士,200.00,2015-04-23,19:43,
23640,wa***e1,王,女士,100.00,2015-04-23,19:43,
23640,ly***ry,李,先生,1500.00,2015-04-23,19:43,
23640,bl***qy,白,先生,200.00,2015-04-23,19:43,
23640,wy***62,王,先生,200.00,2015-04-23,19:43,
23640,gy***70,耿,先生,450.00,2015-04-23,19:43,
23640,ic***ng,李,女士,100.00,2015-04-23,19:43,
23640,bo***99,李,先生,111.88,2015-04-23,19:43,
23640,sm***in,林,女士,100.00,2015-04-23,19:43,
23640,wa***ng,王,先生,100.00,2015-04-23,19:43,
23640,za***ai,张,女士,100.00,2015-04-23,19:43,
23640,ke***99,刘,女士,1000.00,2015-04-23,19:43,
23640,ai***68,张,女士,100.00,2015-04-23,19:43,
23640,ch***an,范,先生,1000.00,2015-04-23,19:43,
23640,py***ng,佀,女士,100.32,2015-04-23,19:43,
23640,15***13,刘,女士,103.47,2015-04-23,19:43,
23640,xi***tj,张,女士,200.00,2015-04-23,19:43,
23640,do***an,韩,女士,100.00,2015-04-23,19:43,
23640,bl***qy,白,先生,200.00,2015-04-23,19:43,
23640,el***ao,陶,女士,100.00,2015-04-23,19:43,
23640,a1***09,涂,女士,200.00,2015-04-23,19:43,
23640,st***ao,陈,先生,100.00,2015-04-23,19:43,
23640,32***85,吕,女士,500.00,2015-04-23,19:43,
23640,co***xu,徐,女士,100.00,2015-04-23,19:43,
23640,q1***87,邓,先生,100.00,2015-04-23,19:43,
23640,wa***e1,王,女士,100.00,2015-04-23,19:43,
23640,ci***ao,赵,女士,100.00,2015-04-23,19:43,
23640,YJ***89,杨,女士,100.00,2015-04-23,19:43,
23640,ma***ei,许,女士,500.00,2015-04-23,19:43,
23640,sh***oy,翁,先生,100.00,2015-04-23,19:43,
23640,sm***in,林,女士,100.00,2015-04-23,19:43,
23640,mh***78,马,先生,100.00,2015-04-23,19:43,
23640,18***59,张,先生,200.00,2015-04-23,19:43,
23640,bl***qy,白,先生,200.00,2015-04-23,19:43,
23640,xu***14,许,女士,200.00,2015-04-23,19:43,
23640,el***ng,曾,女士,500.00,2015-04-23,19:43,
23640,al***ks,卿,先生,103.00,2015-04-23,19:43,
23640,me***24,孟,女士,500.00,2015-04-23,19:43,
23640,bl***qy,白,先生,200.00,2015-04-23,19:43,
23640,st***24,池,女士,2000.00,2015-04-23,19:43,
23640,sa***un,桑,先生,103.47,2015-04-23,19:43,
23640,xi***tj,张,女士,200.00,2015-04-23,19:43,
23640,Gj***14,顾,先生,1000.00,2015-04-23,19:43,
23640,xu***ng,胥,女士,1000.00,2015-04-23,19:43,
23640,ic***ng,李,女士,100.00,2015-04-23,19:43,
23640,li***28,李,女士,100.00,2015-04-23,19:43,
23640,ww***08,马,女士,1000.00,2015-04-23,19:43,
23640,vi***16,张,女士,100.00,2015-04-23,19:43,
23640,xi***fa,陈,女士,100.00,2015-04-23,19:43,
23640,13***26,胡,女士,100.00,2015-04-23,19:43,
23640,wa***e1,王,女士,100.00,2015-04-23,19:43,
23640,bl***qy,白,先生,200.00,2015-04-23,19:43,
23640,ta***na,于,先生,505.73,2015-04-23,19:43,
23640,12***1t,万,先生,100.00,2015-04-23,19:43,
23640,ma***ei,许,女士,500.00,2015-04-23,19:43,
23640,co***xu,徐,女士,100.00,2015-04-23,19:43,
23640,qk***56,齐,先生,1000.00,2015-04-23,19:43,
23640,gy***70,耿,先生,450.00,2015-04-23,19:43,
23640,st***ao,黄,先生,400.00,2015-04-23,19:43,
23640,89***39,程,先生,500.00,2015-04-23,19:43,
23640,18***59,张,先生,200.00,2015-04-23,19:43,
23640,mi***38,王,女士,100.00,2015-04-23,19:43,
23640,da***in,吴,女士,100.00,2015-04-23,19:43,
23640,ye***zi,谭,女士,200.00,2015-04-23,19:43,
23640,ai***68,张,女士,100.00,2015-04-23,19:43,
23640,hx***sd,姜,先生,5000.00,2015-04-23,19:43,
23640,la***02,朱,先生,100.00,2015-04-23,19:44,
23640,mh***78,马,先生,100.00,2015-04-23,19:44,
23640,fe***ei,冯,女士,200.00,2015-04-23,19:44,
23640,cx***wn,程,女士,104.60,2015-04-23,19:44,
23640,wl***04,王,先生,200.00,2015-04-23,19:44,
23640,lq***52,刘,先生,500.00,2015-04-23,19:44,
23640,wa***e1,王,女士,100.00,2015-04-23,19:44,
23640,ci***ao,赵,女士,100.00,2015-04-23,19:44,
23640,xq***fd,王,先生,103.35,2015-04-23,19:44,
23640,li***ng,许,女士,2950.17,2015-04-23,19:44,
23640,zy***80,赵,先生,103.46,2015-04-23,19:44,
23640,m1***86,俞,女士,100.19,2015-04-23,19:44,
23640,el***ao,陶,女士,100.00,2015-04-23,19:44,
23640,18***59,张,先生,200.00,2015-04-23,19:44,
23640,Gj***14,顾,先生,1000.00,2015-04-23,19:44,
23640,lq***52,刘,先生,500.00,2015-04-23,19:44,
23640,ch***rl,常,先生,190.22,2015-04-23,19:44,
23640,Z2***80,祝,女士,100.00,2015-04-23,19:44,
23640,mh***78,马,先生,100.00,2015-04-23,19:44,
23640,YJ***89,杨,女士,100.00,2015-04-23,19:44,
23640,ma***ei,许,女士,500.00,2015-04-23,19:44,
23640,yx***53,杨,女士,100.00,2015-04-23,19:44,
23640,89***39,程,先生,500.00,2015-04-23,19:44,
23640,ic***ng,李,女士,100.00,2015-04-23,19:44,
23640,ya***an,杨,女士,100.00,2015-04-23,19:44,
23640,wm***12,王,女士,100.00,2015-04-23,19:44,
23640,el***ng,曾,女士,500.00,2015-04-23,19:44,
23640,al***iu,岳,女士,10005.62,2015-04-23,19:44,
23640,cl***17,于,女士,1000.00,2015-04-23,19:44,
23640,ro***55,杨,女士,500.00,2015-04-23,19:44,
23640,mh***78,马,先生,100.00,2015-04-23,19:44,
23640,xu***14,许,女士,200.00,2015-04-23,19:44,
23640,zc***25,王,女士,100.00,2015-04-23,19:44,
23640,el***ao,陶,女士,100.00,2015-04-23,19:44,
23640,89***39,程,先生,500.00,2015-04-23,19:44,
23640,xi***tj,张,女士,200.00,2015-04-23,19:44,
23640,bl***qy,白,先生,200.00,2015-04-23,19:44,
23640,yi***an,殷,女士,500.00,2015-04-23,19:44,
23640,me***24,孟,女士,500.00,2015-04-23,19:44,
23640,mi***38,王,女士,100.00,2015-04-23,19:44,
23640,ta***ng,谈,女士,200.00,2015-04-23,19:44,
23640,ti***en,陈,女士,100.00,2015-04-23,19:44,
23640,ls***81,李,先生,100.00,2015-04-23,19:44,
23640,ww***08,马,女士,1000.00,2015-04-23,19:44,
23640,co***xu,徐,女士,100.00,2015-04-23,19:44,
23640,YJ***89,杨,女士,100.00,2015-04-23,19:44,
23640,fy***23,陆,女士,5000.00,2015-04-23,19:44,
23640,xy***en,夏,先生,500.00,2015-04-23,19:44,
23640,ha***15,王,女士,100.00,2015-04-23,19:44,
23640,ve***as,聂,女士,40712.33,2015-04-23,19:44,
23640,wl***04,王,先生,200.00,2015-04-23,19:44,
23640,vi***ng,张,女士,4200.00,2015-04-23,19:44,
23640,ch***84,陈,先生,100.00,2015-04-23,19:44,
23640,bl***83,白,女士,100.28,2015-04-23,19:44,
23640,13***39,孙,女士,100.00,2015-04-23,19:44,
23640,el***ng,曾,女士,500.00,2015-04-23,19:44,
23640,10***21,谢,女士,104.82,2015-04-23,19:44,
23640,bl***qy,白,先生,200.00,2015-04-23,19:44,
23640,mh***78,马,先生,100.00,2015-04-23,19:44,
23640,18***55,李,女士,500.00,2015-04-23,19:44,
23640,m1***86,俞,女士,100.00,2015-04-23,19:44,
23640,ch***an,范,先生,1000.00,2015-04-23,19:44,
23640,yu***21,林,女士,100.00,2015-04-23,19:44,
23640,wa***e1,王,女士,100.00,2015-04-23,19:44,
23640,li***du,杜,女士,100.00,2015-04-23,19:44,
23640,xu***14,许,女士,200.00,2015-04-23,19:44,
23640,18***82,方,女士,100.00,2015-04-23,19:44,
23640,wu***18,吴,女士,1000.00,2015-04-23,19:44,
23640,sm***in,林,女士,100.00,2015-04-23,19:44,
23640,vi***16,张,女士,100.00,2015-04-23,19:44,
23640,89***39,程,先生,500.00,2015-04-23,19:44,
23640,li***fu,林,先生,100.00,2015-04-23,19:44,
23640,hu***00,胡,女士,500.00,2015-04-23,19:44,
23640,go***un,巩,女士,200.00,2015-04-23,19:44,
23640,wa***00,王,先生,100.00,2015-04-23,19:44,
23640,li***du,杜,女士,100.00,2015-04-23,19:44,
23640,ta***ng,谈,女士,200.00,2015-04-23,19:44,
23640,bl***qy,白,先生,200.00,2015-04-23,19:44,
23640,18***59,张,先生,200.00,2015-04-23,19:44,
23640,gl***05,高,女士,100.00,2015-04-23,19:44,
23640,89***39,程,先生,500.00,2015-04-23,19:44,
23640,Ta***an,汤,女士,100.00,2015-04-23,19:44,
23640,xu***14,许,女士,200.00,2015-04-23,19:44,
23640,18***39,赵,先生,500.00,2015-04-23,19:44,
23640,su***ao,孙,女士,100.00,2015-04-23,19:44,
23640,DQ***56,邓,女士,1000.00,2015-04-23,19:44,
23640,qk***56,齐,先生,1000.00,2015-04-23,19:44,
23640,go***un,巩,女士,200.00,2015-04-23,19:44,
23640,bl***qy,白,先生,200.00,2015-04-23,19:44,
23640,wh***70,王,女士,100.00,2015-04-23,19:44,
23640,li***01,刘,女士,200.00,2015-04-23,19:44,
23640,13***26,胡,女士,100.00,2015-04-23,19:44,
23640,li***du,杜,女士,100.00,2015-04-23,19:45,
23640,q1***65,赵,女士,100.00,2015-04-23,19:45,
23640,st***mm,张,女士,100.00,2015-04-23,19:45,
23640,pg***15,朴,先生,100.00,2015-04-23,19:45,
23640,lq***52,刘,先生,500.00,2015-04-23,19:45,
23640,m1***86,俞,女士,100.00,2015-04-23,19:45,
23640,ta***ng,谈,女士,200.00,2015-04-23,19:45,
23640,wa***ng,王,女士,100.00,2015-04-23,19:45,
23640,el***ng,曾,女士,500.00,2015-04-23,19:45,
23640,wa***e1,王,女士,100.00,2015-04-23,19:45,
23640,a8***99,符,先生,152.32,2015-04-23,19:45,
23640,bl***qy,白,先生,200.00,2015-04-23,19:45,
23640,xl***90,许,女士,100.07,2015-04-23,19:45,
23640,ma***18,郭,女士,100.00,2015-04-23,19:45,
23640,bl***qy,白,先生,200.00,2015-04-23,19:45,
23640,fl***03,黄,先生,302.62,2015-04-23,19:45,
23640,eu***zy,朱,女士,1000.00,2015-04-23,19:45,
23640,Gj***14,顾,先生,1000.00,2015-04-23,19:45,
23640,lm***05,吕,女士,107.12,2015-04-23,19:45,
23640,A5***78,曹,女士,100.50,2015-04-23,19:45,
23640,ta***ng,谈,女士,200.00,2015-04-23,19:45,
23640,bl***qy,白,先生,200.00,2015-04-23,19:45,
23640,lq***52,刘,先生,500.00,2015-04-23,19:45,
23640,qk***56,齐,先生,1000.00,2015-04-23,19:45,
23640,wa***e1,王,女士,100.00,2015-04-23,19:45,
23640,wl***04,王,先生,200.00,2015-04-23,19:45,
23640,bl***qy,白,先生,200.00,2015-04-23,19:45,
23640,89***39,程,先生,500.00,2015-04-23,19:45,
23640,ch***ng,王,女士,100.00,2015-04-23,19:45,
23640,bl***qy,白,先生,200.00,2015-04-23,19:45,
23640,yu***er,杨,女士,207.38,2015-04-23,19:45,
23640,li***ng,李,先生,500.00,2015-04-23,19:45,
23640,13***36,时,女士,500.00,2015-04-23,19:45,
23640,ha***ng,于,女士,100.00,2015-04-23,19:45,
23640,13***26,胡,女士,100.00,2015-04-23,19:45,
23640,ai***68,张,女士,100.00,2015-04-23,19:45,
23640,xi***tj,张,女士,200.00,2015-04-23,19:45,
23640,wh***70,王,女士,100.00,2015-04-23,19:45,
23640,wa***00,王,先生,100.00,2015-04-23,19:45,
23640,lq***52,刘,先生,500.00,2015-04-23,19:45,
23640,zh***nk,詹,先生,200.00,2015-04-23,19:45,
23640,ta***ng,谈,女士,200.00,2015-04-23,19:45,
23640,ch***yt,周,女士,124.94,2015-04-23,19:45,
23640,el***ng,曾,女士,500.00,2015-04-23,19:45,
23640,su***ao,孙,女士,100.00,2015-04-23,19:45,
23640,ai***68,张,女士,100.00,2015-04-23,19:45,
23640,go***un,巩,女士,200.00,2015-04-23,19:45,
23640,vi***16,张,女士,100.00,2015-04-23,19:45,
23640,18***59,张,先生,200.00,2015-04-23,19:45,
23640,ye***n7,吕,先生,105.70,2015-04-23,19:45,
23640,li***ye,刘,女士,101.00,2015-04-23,19:45,
23640,33***45,魏,女士,100.00,2015-04-23,19:45,
23640,su***nn,冯,女士,133.64,2015-04-23,19:45,
23640,bl***qy,白,先生,200.00,2015-04-23,19:45,
23640,ty***83,田,女士,1002.11,2015-04-23,19:45,
23640,ci***ao,赵,女士,100.00,2015-04-23,19:45,
23640,YJ***89,杨,女士,100.00,2015-04-23,19:45,
23640,wa***ng,王,女士,100.00,2015-04-23,19:45,
23640,wl***04,王,先生,200.00,2015-04-23,19:45,
23640,12***1t,万,先生,100.00,2015-04-23,19:45,
23640,wa***is,于,女士,100.00,2015-04-23,19:45,
23640,xi***tj,张,女士,200.00,2015-04-23,19:45,
23640,sm***in,林,女士,100.00,2015-04-23,19:45,
23640,bl***qy,白,先生,200.00,2015-04-23,19:45,
23640,xi***ua,胡,女士,200.00,2015-04-23,19:45,
23640,mh***78,马,先生,100.00,2015-04-23,19:45,
23640,ta***ng,谈,女士,200.00,2015-04-23,19:45,
23640,co***xu,徐,女士,100.00,2015-04-23,19:45,
23640,ti***en,陈,女士,100.00,2015-04-23,19:45,
23640,Zw***30,张,先生,100.00,2015-04-23,19:45,
23640,sm***15,张,女士,500.00,2015-04-23,19:45,
23640,wu***18,吴,女士,1000.00,2015-04-23,19:45,
23640,di***ca,付,先生,103.00,2015-04-23,19:45,
23640,lq***52,刘,先生,500.00,2015-04-23,19:45,
23640,hr***hr,韩,女士,2606.14,2015-04-23,19:45,
23640,89***39,程,先生,500.00,2015-04-23,19:45,
23640,lq***79,凌,女士,100.00,2015-04-23,19:45,
23640,zh***hu,张,女士,700.00,2015-04-23,19:45,
23640,bl***qy,白,先生,200.00,2015-04-23,19:45,
23640,ch***86,陈,女士,500.00,2015-04-23,19:45,
23640,zt***15,郑,女士,100.00,2015-04-23,19:45,
23640,wl***04,王,先生,200.00,2015-04-23,19:45,
23640,li***28,李,女士,100.00,2015-04-23,19:45,
23640,Gj***14,顾,先生,1000.00,2015-04-23,19:45,
23640,mh***78,马,先生,100.00,2015-04-23,19:45,
23640,Px***78,庞,女士,10000.00,2015-04-23,19:45,
23640,el***ng,曾,女士,500.00,2015-04-23,19:45,
23640,bl***qy,白,先生,200.00,2015-04-23,19:45,
23640,zh***nk,詹,先生,200.00,2015-04-23,19:45,
23640,lq***52,刘,先生,500.00,2015-04-23,19:45,
23640,la***ai,侯,女士,144.20,2015-04-23,19:45,
23640,sm***in,林,女士,100.00,2015-04-23,19:45,
23640,mu***23,许,先生,100.00,2015-04-23,19:45,
23640,m1***86,俞,女士,100.42,2015-04-23,19:45,
23640,re***un,任,女士,100.00,2015-04-23,19:45,
23640,ta***97,唐,女士,200.00,2015-04-23,19:45,
23640,xi***tj,张,女士,200.00,2015-04-23,19:46,
23640,wa***e1,王,女士,100.00,2015-04-23,19:46,
23640,89***39,程,先生,500.00,2015-04-23,19:46,
23640,13***26,胡,女士,100.00,2015-04-23,19:46,
23640,dl***xt,于,先生,500.00,2015-04-23,19:46,
23640,zc***25,王,女士,100.00,2015-04-23,19:46,
23640,ci***ao,赵,女士,100.00,2015-04-23,19:46,
23640,fe***ei,冯,女士,200.00,2015-04-23,19:46,
23640,bl***qy,白,先生,200.00,2015-04-23,19:46,
23640,wa***is,于,女士,100.00,2015-04-23,19:46,
23640,13***39,孙,女士,100.00,2015-04-23,19:46,
23640,ya***28,燕,先生,100.00,2015-04-23,19:46,
23640,xi***tj,张,女士,200.00,2015-04-23,19:46,
23640,12***1t,万,先生,100.00,2015-04-23,19:46,
23640,wa***e1,王,女士,100.00,2015-04-23,19:46,
23640,89***39,程,先生,500.00,2015-04-23,19:46,
23640,Gj***14,顾,先生,1000.00,2015-04-23,19:46,
23640,sm***in,林,女士,100.00,2015-04-23,19:46,
23640,qk***56,齐,先生,1000.00,2015-04-23,19:46,
23640,13***27,刘,女士,100.00,2015-04-23,19:46,
23640,ww***08,马,女士,1000.00,2015-04-23,19:46,
23640,bl***qy,白,先生,200.00,2015-04-23,19:46,
23640,me***24,孟,女士,500.00,2015-04-23,19:46,
23640,89***39,程,先生,500.00,2015-04-23,19:46,
23640,li***du,杜,女士,100.00,2015-04-23,19:46,
23640,13***26,胡,女士,100.00,2015-04-23,19:46,
23640,ci***ao,赵,女士,100.00,2015-04-23,19:46,
23640,el***ng,曾,女士,500.00,2015-04-23,19:46,
23640,li***28,李,女士,100.00,2015-04-23,19:46,
23640,ch***an,范,先生,1000.00,2015-04-23,19:46,
23640,li***he,刘,女士,100.00,2015-04-23,19:46,
23640,bl***qy,白,先生,200.00,2015-04-23,19:46,
23640,ab***02,谭,先生,100.00,2015-04-23,19:46,
23640,ti***en,陈,女士,100.00,2015-04-23,19:46,
23640,nj***yc,马,女士,200.00,2015-04-23,19:46,
23640,ai***68,张,女士,100.00,2015-04-23,19:46,
23640,bl***qy,白,先生,200.00,2015-04-23,19:46,
23640,xi***tj,张,女士,200.00,2015-04-23,19:46,
23640,bl***qy,白,先生,200.00,2015-04-23,19:46,
23640,mu***23,许,先生,100.00,2015-04-23,19:46,
23640,ke***99,刘,女士,1000.00,2015-04-23,19:46,
23640,13***88,SHIMADA,女士,200.00,2015-04-23,19:46,
23640,89***39,程,先生,500.00,2015-04-23,19:46,
23640,li***du,杜,女士,100.00,2015-04-23,19:46,
23640,li***19,梁,女士,100.00,2015-04-23,19:46,
23640,wl***04,王,先生,200.00,2015-04-23,19:46,
23640,xi***99,邵,女士,120.00,2015-04-23,19:46,
23640,bl***qy,白,先生,200.00,2015-04-23,19:46,
23640,13***26,胡,女士,100.00,2015-04-23,19:46,
23640,qa***23,李,先生,100.00,2015-04-23,19:46,
23640,xi***tj,张,女士,200.00,2015-04-23,19:46,
23640,ja***an,钱,女士,103.25,2015-04-23,19:46,
23640,zh***02,周,先生,100.00,2015-04-23,19:46,
23640,sh***ng,沙,女士,900.00,2015-04-23,19:46,
23640,89***39,程,先生,500.00,2015-04-23,19:46,
23640,18***59,张,先生,200.00,2015-04-23,19:46,
23640,bl***qy,白,先生,200.00,2015-04-23,19:46,
23640,zh***nk,詹,先生,200.00,2015-04-23,19:46,
23640,q1***87,邓,先生,100.00,2015-04-23,19:46,
23640,fu***20,傅,先生,100.00,2015-04-23,19:46,
23640,xi***tj,张,女士,200.00,2015-04-23,19:46,
23640,Ch***in,林,女士,1000.00,2015-04-23,19:46,
23640,89***39,程,先生,500.00,2015-04-23,19:46,
23640,wa***e1,王,女士,100.00,2015-04-23,19:46,
23640,13***64,安,先生,100.00,2015-04-23,19:46,
23640,DQ***56,邓,女士,1000.00,2015-04-23,19:46,
23640,ma***23,泮,女士,500.00,2015-04-23,19:46,
23640,el***ng,曾,女士,500.00,2015-04-23,19:46,
23640,bl***qy,白,先生,200.00,2015-04-23,19:46,
23640,li***35,刘,女士,104.02,2015-04-23,19:46,
23640,ai***ue,尹,女士,104.08,2015-04-23,19:46,
23640,li***ng,李,先生,500.00,2015-04-23,19:46,
23640,ch***an,范,先生,1000.00,2015-04-23,19:46,
23640,bl***qy,白,先生,200.00,2015-04-23,19:46,
23640,ta***ng,谈,女士,200.00,2015-04-23,19:46,
23640,li***du,杜,女士,100.00,2015-04-23,19:46,
23640,Zp***06,周,女士,100.91,2015-04-23,19:46,
23640,wu***18,吴,女士,1000.00,2015-04-23,19:47,
23640,wl***04,王,先生,200.00,2015-04-23,19:47,
